rateLimitingCodons,antiShineDelgarno,ttDimerCount,otherPyrDimerCount,weightedPyrDimerCount,methylationSites,repeatRuns,deaminationSites,alkylationSites,oxidationSites,miscSites,hairpinSites,insertionSequences
BBa_I13558,43,157,314,642,347.8813,21,28,128,443,216,73,14,0
BBa_I13579,3,6,9,30,14.6325,3,0,3,21,5,5,1,0
BBa_I13574,17,86,147,343,168.51419999999996,10,13,92,226,131,38,10,0
BBa_I13573,19,94,144,378,177.9374,12,13,93,252,135,38,11,0
BBa_K1325011,0,4,4,7,4.4051,0,0,0,7,1,0,0,0
BBa_I13901,101,171,604,795,560.3551,28,86,204,573,189,102,7,0
BBa_I13913,52,78,190,292,189.0172,12,20,68,230,83,34,4,0
BBa_I13900,101,171,604,795,560.3551,28,86,204,573,189,102,7,0
BBa_I14048,31,49,125,223,132.0491,6,17,65,160,60,18,8,0
BBa_I14021,23,60,87,308,126.4948,14,7,111,176,118,51,11,0
BBa_I15027,24,92,216,342,216.292,16,23,90,265,91,40,5,0
BBa_I2020,65,95,107,407,151.18159999999997,15,14,155,261,183,44,15,0
BBa_I20222,62,155,100,494,162.99269999999999,15,16,162,335,251,45,30,0
BBa_I20217,65,152,100,494,164.81029999999996,15,16,164,337,246,45,28,0
BBa_I2011,22,90,103,416,159.69480000000001,20,10,186,272,157,50,20,0
BBa_I2025,35,190,198,798,285.7296,26,24,328,512,355,88,42,0
BBa_K1351035,0,16,3,23,7.247799999999999,0,0,6,23,8,0,0,0
BBa_I20252,16,87,139,351,166.6262,10,13,92,232,133,37,10,0
BBa_I20255,3,6,3,27,7.460499999999999,4,0,4,18,6,1,2,0
BBa_I20240,61,152,100,490,163.43029999999996,15,16,162,335,246,45,28,0
BBa_I2037,116,225,276,814,348.8438,25,33,210,560,349,83,35,0
BBa_I2038,115,222,276,810,349.28139999999996,25,33,210,560,344,83,33,0
BBa_I2056,15,84,137,342,163.1751,9,13,92,224,132,37,10,0
BBa_I2039,119,222,276,814,350.66139999999996,25,33,212,562,344,83,33,0
BBa_I3311,88,246,342,995,421.6073999999999,38,46,453,678,433,131,49,0
BBa_I3111,96,166,260,722,315.124,29,38,245,482,273,69,19,0
BBa_I3312,90,242,361,992,431.0742,37,49,457,674,428,130,50,0
BBa_I3210,45,236,471,1144,544.7705000000001,33,43,471,753,427,163,54,1
BBa_I3310,90,246,353,996,428.5844,37,48,454,680,433,130,49,0
BBa_I4212,215,483,1170,2060,1198.3227000000002,82,150,636,1473,614,249,50,2
BBa_I4211,219,487,1179,2073,1207.035,83,151,640,1485,617,250,50,2
BBa_I5300,37,96,82,400,135.2433,14,14,146,258,181,39,14,0
BBa_I53422,74,231,569,1001,580.9232999999999,27,96,267,696,327,121,29,1
BBa_I5200,106,259,492,1098,549.9916000000001,39,63,398,781,375,128,38,1
BBa_I53424,74,219,571,921,563.2946,23,104,219,653,305,107,21,0
BBa_I53423,75,222,603,979,608.2379999999999,23,99,238,694,293,127,17,0
BBa_I6048,64,92,85,389,134.48919999999998,14,9,146,249,176,41,15,0
BBa_I6078,67,94,93,402,141.74939999999998,14,10,154,256,178,43,15,0
BBa_I712007,0,8,1,17,5.444299999999999,1,0,4,16,3,1,0,0
BBa_I7015,55,189,164,754,255.691,25,19,309,485,364,76,34,0
BBa_I7025,59,191,164,754,255.69099999999995,25,19,308,486,364,73,33,0
BBa_I713019,144,527,818,2151,963.7020999999999,48,134,838,1433,925,264,109,0
BBa_I714892,10,73,140,261,142.78269999999995,5,28,65,191,96,29,4,1
BBa_I713025,149,453,673,1875,815.3853999999999,49,109,742,1246,797,237,96,1
BBa_I714941,44,201,321,843,378.4868,18,46,255,546,340,112,21,1
BBa_I715028,65,257,374,1113,484.23759999999993,30,39,459,735,468,131,59,1
BBa_I711006,98,226,353,908,396.86589999999995,30,62,344,596,483,116,39,0
BBa_I715009,76,257,374,1112,484.13359999999994,30,39,459,735,468,131,59,1
BBa_I715053,4,12,38,44,31.247799999999994,0,12,18,31,23,5,0,0
BBa_I716000,15,38,174,210,163.6724,5,32,63,152,50,29,2,0
BBa_I715074,31,74,234,304,216.58989999999997,2,47,48,222,85,35,2,0
BBa_I716024,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I715076,9,32,57,133,65.2192,3,6,50,86,50,17,10,0
BBa_I716006,2,60,112,304,139.8956,11,10,122,189,138,37,12,0
BBa_I716013,9,13,86,75,67.958,0,13,26,50,20,6,1,0
BBa_I716001,35,58,379,294,301.2234,3,89,53,214,79,33,3,0
BBa_I716005,0,33,44,112,54.98270000000001,4,4,33,76,42,15,2,0
BBa_I716104,7,234,332,989,435.02699999999993,4,10,374,665,301,147,33,0
BBa_I716102,18,57,237,300,216.6567,2,46,69,206,85,36,3,0
BBa_I716015,0,66,113,248,124.8322,3,11,71,160,108,27,7,0
BBa_I716025,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716027,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716158,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716159,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716257,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716252,0,40,72,181,80.8663,5,9,84,123,85,26,16,0
BBa_I716157,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716161,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716255,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716182,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716151,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716160,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716256,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716316,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I716270,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I720002,13,100,164,443,197.54930000000002,10,18,227,291,196,73,27,1
BBa_I717002,7,15,26,58,28.141799999999996,2,5,22,37,19,4,1,0
BBa_I720001,21,96,202,579,273.7423,18,17,272,398,164,77,25,0
BBa_I716332,58,112,59,522,150.7368,23,8,267,329,269,45,42,0
BBa_I718020,143,327,653,1436,729.6042000000001,44,100,413,970,519,156,48,1
BBa_I720006,34,239,455,989,500.2886,17,57,417,704,377,130,38,1
BBa_I718021,86,253,467,1103,533.2171,33,83,360,732,421,119,43,1
BBa_I720007,0,0,49,0,28.468999999999998,0,45,0,0,0,0,0,0
BBa_I723012,0,0,7,9,6.931,0,3,2,6,0,1,0,0
BBa_I722002,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I723013,3,1,1,12,4.146100000000001,1,0,4,10,1,1,0,0
BBa_I720005,32,281,359,1209,481.32069999999993,27,39,653,797,554,155,91,1
BBa_I728600,134,757,616,3377,1060.0395999999998,92,79,1956,2139,1683,439,298,0
BBa_I730012,72,160,290,689,331.10790000000003,23,36,290,479,252,90,28,1
BBa_I731007,32,134,296,534,309.3496,16,34,134,373,157,63,11,0
BBa_I731010,67,116,333,498,327.09049999999996,15,38,90,364,122,63,6,0
BBa_I732301,4,10,19,34,20.190699999999996,1,0,13,24,7,8,1,0
BBa_I732302,6,10,15,38,19.246700000000004,1,0,13,28,7,6,1,0
BBa_I732303,4,9,21,32,20.662699999999997,1,0,12,22,7,8,1,0
BBa_I732721,65,95,234,428,241.7284,15,21,102,295,148,53,12,0
BBa_I732719,66,96,230,432,240.7844,15,21,103,299,148,52,12,0
BBa_I732718,64,96,234,428,241.7284,15,21,103,295,148,54,12,0
BBa_I732748,29,114,200,479,227.5113,16,18,148,309,194,53,17,0
BBa_I732925,48,189,404,795,428.54659999999996,27,35,206,533,292,95,23,0
BBa_I732747,29,114,200,479,227.5113,16,18,148,309,194,53,17,0
BBa_I732746,28,114,202,477,227.98329999999999,16,18,148,307,194,54,17,0
BBa_I732926,46,187,391,783,418.4854,27,34,201,529,289,92,23,0
BBa_I732917,13,90,157,345,174.8284,11,13,100,228,133,39,11,0
BBa_I732753,65,95,234,428,241.7284,15,21,102,295,148,53,12,0
BBa_I733005,96,120,420,582,397.3786999999999,25,50,116,412,161,64,7,0
BBa_I739103,2,8,25,18,20.067200000000003,0,0,4,15,2,3,0,0
BBa_I741021,2,6,14,25,15.3857,0,0,5,18,10,4,0,0
BBa_I741102,54,78,244,347,234.2648,10,30,67,249,106,43,5,0
BBa_I742131,15,49,142,263,144.24559999999997,5,25,73,160,95,41,5,1
BBa_I745000,286,997,1300,3748,1572.9779999999998,116,255,1167,2477,1719,444,146,1
BBa_I742128,72,115,119,452,167.0383,17,11,187,289,203,50,22,0
BBa_I741103,51,79,204,331,205.5977,9,19,59,237,106,40,5,0
BBa_I732304,5,9,19,34,20.190699999999996,1,0,12,24,7,7,1,0
BBa_I745007,293,1052,1342,3963,1637.8889999999997,127,268,1225,2612,1837,467,157,1
BBa_I745018,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I732901,137,272,395,1207,509.1133,29,44,636,801,528,180,74,1
BBa_I749001,2,10,7,22,8.8929,0,1,5,21,12,2,0,0
BBa_I756007,1,21,5,69,18.3975,4,10,28,50,52,5,6,0
BBa_I746322,55,81,185,329,191.662,9,18,67,235,108,39,9,0
BBa_I751501,1,8,7,16,7.0087,1,1,8,10,7,3,1,0
BBa_I756006,0,10,0,42,8.9618,1,2,17,22,24,6,1,0
BBa_I756011,2,21,5,73,19.777499999999996,6,10,28,53,52,5,6,0
BBa_I756008,2,26,22,52,19.2415,0,12,16,36,36,14,4,0
BBa_I756021,13,51,81,206,88.28329999999998,5,12,67,128,122,23,5,0
BBa_I757014,0,2,6,8,5.4853,0,2,3,6,3,1,0,0
BBa_I756034,38,356,192,1137,344.8658,34,47,375,746,583,140,55,0
BBa_I757013,0,1,2,11,4.158599999999999,0,0,4,8,6,0,0,0
BBa_I756015,13,56,84,220,95.24540000000002,7,11,72,140,123,31,6,0
BBa_I756035,51,437,296,1467,482.26,48,63,525,986,739,183,80,0
BBa_I756033,50,496,330,1678,556.6531999999999,48,78,340,1121,798,218,69,0
BBa_I763032,95,169,463,767,449.1817,16,59,263,501,282,126,26,0
BBa_I763019,128,245,609,1054,602.4924,25,84,341,709,378,157,31,1
BBa_I766221,153,341,964,1544,970.0746000000001,39,135,251,1078,426,192,26,0
BBa_I763004,56,85,217,367,217.4292,10,21,88,255,123,43,11,0
BBa_I766219,101,208,692,1010,692.4854999999998,24,103,240,737,251,122,20,0
BBa_I745010,1,0,2,11,4.6231,0,0,3,7,1,0,1,0
BBa_I766346,31,144,137,515,195.5584,18,20,154,343,217,43,25,0
BBa_I766994,186,493,1144,2061,1159.7107,42,214,623,1401,800,244,73,2
BBa_I766340,0,2,1,5,1.8792,1,0,0,4,2,0,0,0
BBa_I766214,29,43,225,299,208.35549999999998,4,39,67,189,85,32,8,0
BBa_I8034,156,200,472,917,495.60919999999993,37,67,290,626,307,89,19,0
BBa_I8031,200,272,649,1180,670.5379999999999,49,86,355,837,373,118,21,0
BBa_I763031,89,161,363,654,370.7399,19,46,166,463,219,74,16,1
BBa_I9020,33,47,241,274,213.94209999999998,11,33,65,187,71,27,2,0
BBa_I9024,22,90,103,416,159.69480000000001,20,10,186,272,157,50,20,0
BBa_I9028,19,72,100,395,156.32519999999997,23,7,197,251,153,36,29,0
BBa_J01122,21,91,146,367,174.9705,11,14,93,243,137,39,10,0
BBa_J01123,20,91,146,365,174.76249999999996,11,13,92,242,137,39,10,0
BBa_J01124,8,13,10,50,19.8139,2,1,1,37,12,4,0,0
BBa_J01132,12,16,22,65,29.9023,3,3,4,45,16,3,0,0
BBa_J01130,12,16,22,65,29.902299999999997,3,1,4,45,16,3,0,0
BBa_J01133,11,15,25,64,31.0593,3,2,4,44,16,4,0,0
BBa_J01126,10,14,8,52,18.859899999999996,2,1,1,38,12,3,0,0
BBa_J01129,12,16,24,65,30.582299999999996,3,4,5,45,16,3,0,0
BBa_J01131,12,16,24,65,30.4894,4,4,4,44,17,3,0,0
BBa_J01137,20,92,146,365,174.18759999999997,11,14,92,242,138,39,10,0
BBa_J01134,11,15,23,64,30.379299999999997,3,1,4,44,16,4,0,0
BBa_J01138,22,93,144,367,173.2336,11,14,92,243,138,38,10,0
BBa_J04086,89,157,180,646,249.09659999999997,20,16,253,415,277,67,35,0
BBa_J01139,21,91,142,367,173.12849999999997,11,13,92,244,137,38,10,0
BBa_J01144,13,20,18,70,30.786999999999992,3,1,7,54,13,8,0,0
BBa_J04686,17,39,37,166,65.52139999999999,4,2,37,112,51,15,8,0
BBa_J01125,8,13,9,51,20.3938,2,1,1,38,11,4,0,0
BBa_J04451,63,99,176,391,193.70629999999997,10,16,127,255,158,42,17,0
BBa_J04800,6,23,38,84,40.559,1,3,38,56,37,9,7,0
BBa_J04805,6,21,31,80,34.63,2,2,38,51,38,8,7,0
BBa_J04431,56,85,217,367,217.4292,10,21,88,255,123,43,11,0
BBa_J04676,11,40,41,149,59.8289,3,2,52,97,57,13,12,0
BBa_J050041,0,10,5,14,8.2345,0,0,0,14,5,5,0,0
BBa_J04606,16,41,44,175,74.56620000000001,3,2,35,121,49,13,4,0
BBa_J05000,93,208,408,822,427.5175999999999,27,50,265,559,331,83,30,0
BBa_J04700,7,23,38,86,40.766999999999996,1,3,38,57,37,8,7,0
BBa_J04900,8,23,38,85,40.663,1,3,38,57,37,8,7,0
BBa_J06006,6,89,80,357,122.73339999999997,12,10,148,228,165,38,14,0
BBa_J06012,35,55,163,251,162.89849999999998,7,22,46,183,52,31,4,0
BBa_J05040,192,294,629,1254,628.4511,52,131,552,826,550,130,54,0
BBa_J06032,35,55,161,250,161.7254,7,22,46,183,51,31,3,0
BBa_J06038,38,139,240,580,275.6574,19,32,193,392,210,67,17,0
BBa_J06046,6,89,81,357,123.31439999999998,12,10,148,228,165,38,14,0
BBa_J06025,69,98,101,408,146.6498,15,12,163,261,182,45,16,0
BBa_J06018,38,139,242,581,276.8305,19,32,193,392,211,67,18,0
BBa_J01128,12,16,23,66,30.494400000000002,4,3,4,45,17,3,0,0
BBa_J06451,28,139,241,588,279.1842,21,32,193,398,208,67,17,0
BBa_J06484,4,14,21,37,21.4789,2,2,10,29,9,4,1,0
BBa_J06657,28,89,180,335,186.02449999999996,19,16,72,241,113,40,4,0
BBa_J06659,29,107,179,353,190.42829999999998,9,14,63,265,127,35,8,0
BBa_J01127,9,12,6,52,18.7548,2,0,1,39,11,3,0,0
BBa_J06655,28,82,186,329,188.10829999999999,19,17,67,236,111,40,4,0
BBa_J06499,19,82,165,326,172.98199999999997,10,27,93,231,112,38,7,1
BBa_J06661,29,114,173,359,188.34449999999995,9,13,68,270,129,35,8,0
BBa_J07005,0,98,165,462,184.67149999999995,13,34,377,308,250,68,49,0
BBa_J07008,13,48,161,301,174.6781,4,20,97,201,100,40,7,0
BBa_J07014,10,89,106,320,141.7317,13,8,39,229,100,36,6,0
BBa_J07013,11,89,103,321,140.7605,13,6,39,229,98,36,5,0
BBa_J06963,128,264,420,1076,496.52779999999996,37,52,321,742,388,132,28,1
BBa_J07010,8,31,106,214,123.63389999999998,3,11,70,151,60,26,3,0
BBa_J07015,0,57,134,278,137.8886,7,15,182,181,122,55,24,0
BBa_J07012,11,88,105,323,142.6125,13,6,37,230,98,36,5,0
BBa_J07016,0,38,96,200,97.17539999999998,6,9,137,130,86,39,15,0
BBa_J06965,128,263,421,1075,496.52279999999996,37,52,320,741,388,130,28,1
BBa_J06224,78,180,274,763,341.8137,33,37,281,526,267,91,27,1
BBa_J07025,71,144,245,651,313.0891999999999,22,20,128,455,194,71,11,0
BBa_J07029,12,123,60,351,110.43690000000002,15,12,64,248,147,48,14,1
BBa_J07031,12,123,63,350,112.16880000000002,15,12,61,247,146,49,12,1
BBa_J07026,71,144,248,650,314.0604,22,22,128,455,196,71,12,0
BBa_J07027,97,165,343,803,391.00519999999995,22,53,337,532,313,102,33,0
BBa_J07024,71,143,247,653,314.94119999999987,22,20,126,456,194,71,11,0
BBa_J07080,71,144,247,650,313.4794,22,22,128,455,196,71,12,0
BBa_J07073,9,31,114,227,129.4656,3,12,73,154,70,26,3,0
BBa_J06027,29,141,249,601,286.44440000000003,21,33,201,405,210,69,17,0
BBa_J100032,2,8,16,31,17.2821,0,3,9,24,14,4,1,0
BBa_J100039,0,2,19,16,16.2803,0,1,4,9,3,3,0,0
BBa_J100047,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J100087,51,66,191,319,194.75830000000002,9,20,58,222,101,40,5,0
BBa_J100096,1,0,5,9,5.769,0,2,4,4,0,1,0,0
BBa_J100178,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J100177,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J100124,2,5,18,16,13.4926,0,4,9,12,8,1,0,0
BBa_J100212,23,193,242,813,322.3024,16,30,366,520,385,97,52,1
BBa_J100209,3,82,155,313,166.85400000000004,5,21,88,208,131,35,12,0
BBa_J100214,23,193,242,823,326.80929999999995,16,30,368,529,384,96,52,1
BBa_J100207,4,79,159,310,168.38400000000001,4,21,90,205,131,35,12,0
BBa_J100216,23,115,126,553,196.8367,13,19,287,349,262,65,42,1
BBa_J100202,1,85,154,254,148.981,5,19,79,194,101,31,6,0
BBa_J100217,23,115,126,543,192.3298,13,19,285,340,263,66,42,1
BBa_J100224,6,80,158,310,166.46740000000003,4,21,96,206,135,33,12,0
BBa_J10053,14,65,179,338,186.2725,11,19,87,231,128,36,8,0
BBa_J100219,22,118,122,546,190.7998,14,19,283,343,263,66,42,1
BBa_J10050,13,65,178,341,186.8746,11,19,86,233,130,37,9,0
BBa_J100206,4,79,159,320,172.8909,4,21,92,214,130,34,12,0
BBa_J107010,16,91,148,341,169.555,10,13,96,229,129,39,10,0
BBa_J107015,45,159,326,649,349.35030000000006,23,31,149,441,227,75,16,0
BBa_J10056,14,64,179,338,186.8474,11,19,86,231,127,37,8,0
BBa_J107017,44,158,324,647,347.4983,23,31,151,441,227,73,15,0
BBa_J07004,137,279,416,1193,516.9071,45,50,465,807,468,144,48,1
BBa_J107100,1,4,2,11,3.4733,2,0,3,8,3,2,0,0
BBa_J107103,1,4,2,11,3.4733,2,0,3,8,3,2,0,0
BBa_J107101,1,5,1,12,2.9962999999999997,2,0,3,9,3,2,0,0
BBa_J107105,1,5,1,12,2.9962999999999993,2,0,3,8,3,3,0,0
BBa_J107104,2,4,2,11,3.4733,2,0,3,8,3,2,0,0
BBa_I732400,5,14,24,57,26.597099999999998,1,1,13,33,26,7,1,0
BBa_J107110,1,5,2,11,3.4733,2,0,3,8,3,3,0,0
BBa_J107107,1,4,2,11,2.9912999999999994,2,0,3,7,3,1,0,0
BBa_J107109,1,5,1,12,2.9962999999999997,2,0,3,9,3,2,0,0
BBa_J11009,18,92,156,345,173.7654,10,14,98,231,133,36,11,0
BBa_J107108,1,4,1,12,2.9962999999999993,2,0,3,8,3,2,0,0
BBa_J107106,1,4,2,11,3.4733,2,0,3,8,3,2,0,0
BBa_J107111,1,4,1,12,2.9962999999999993,2,0,3,8,3,2,0,0
BBa_J11011,18,92,156,345,173.7654,10,14,98,231,133,36,11,0
BBa_J107102,2,5,1,12,2.9962999999999997,2,0,3,9,3,2,0,0
BBa_J119091,5,112,158,456,192.6512,14,21,263,318,199,76,31,0
BBa_J119089,19,256,354,1118,463.89880000000005,25,43,601,746,498,169,66,1
BBa_J119090,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J119301,4,7,12,27,12.7999,1,1,5,19,11,3,1,0
BBa_J119333,22,84,145,324,163.44819999999999,5,12,81,213,130,34,9,0
BBa_J119327,12,19,34,85,43.5131,2,1,15,59,23,6,2,0
BBa_J119331,22,83,149,320,164.9671,5,12,80,211,129,33,9,0
BBa_J119336,23,83,147,322,164.01309999999995,5,12,81,211,128,33,9,0
BBa_J119332,22,83,148,321,164.3972,5,12,82,211,130,35,9,0
BBa_J119329,23,82,147,322,164.9771,5,12,83,212,128,33,9,0
BBa_J119337,21,83,147,322,163.82729999999998,5,12,81,211,132,34,9,0
BBa_J119335,23,82,148,321,165.4541,5,12,83,212,128,33,9,0
BBa_J119334,23,83,148,321,164.49009999999998,5,12,81,211,128,33,9,0
BBa_J119342,23,83,145,324,163.54109999999997,5,11,81,212,128,33,9,0
BBa_J119319,1,4,5,11,6.7552,0,0,4,9,2,3,1,0
BBa_J119324,1,4,5,11,6.7552,0,0,4,9,2,4,1,0
BBa_J119351,20,85,142,322,160.92229999999998,5,12,83,212,131,36,11,0
BBa_J119341,22,83,147,322,163.92019999999997,5,12,81,211,130,34,9,0
BBa_J119339,31,62,145,332,168.11870000000002,8,14,135,219,117,45,20,0
BBa_J119343,23,83,147,322,164.01309999999995,5,12,81,211,128,33,9,0
BBa_J119374,39,164,279,785,346.5139,22,33,311,502,335,101,46,1
BBa_J119359,19,85,143,321,161.3993,5,12,85,212,131,36,11,0
BBa_J119389,19,121,298,472,291.08459999999997,15,30,106,323,166,75,9,0
BBa_J119387,38,157,257,754,325.6529,21,28,304,479,320,100,42,1
BBa_J120024,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J119386,39,242,395,1055,476.48650000000004,25,44,392,682,457,132,56,1
BBa_J120013,1,1,5,9,6.158099999999999,0,0,0,8,1,1,0,0
BBa_J120031,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J120020,1,31,20,143,36.4524,3,5,38,79,84,13,14,0
BBa_J13008,22,70,160,364,177.71129999999997,15,20,114,234,144,46,12,0
BBa_J119388,38,235,373,1024,455.62549999999993,24,39,385,659,442,131,52,1
BBa_J13014,68,357,637,1515,697.3247000000001,52,103,524,988,767,206,58,0
BBa_J119384,19,122,290,526,303.00530000000003,12,30,108,348,191,69,12,0
BBa_J13009,26,89,179,363,183.3793,15,28,98,241,173,59,10,0
BBa_J120021,2,39,30,144,50.861999999999995,1,1,32,94,51,19,1,0
BBa_J13211,4,8,3,36,12.2525,1,0,1,27,7,2,0,0
BBa_J133421,0,0,3,3,2.055,0,0,1,2,0,0,0,0
BBa_J13025,16,93,156,352,175.27159999999998,11,15,101,234,135,39,11,0
BBa_J13010,40,234,360,924,407.5272999999999,28,59,352,611,488,123,40,0
BBa_J133424,2,0,3,3,2.055,0,0,0,2,0,0,0,0
BBa_J133427,1,0,3,3,2.0549999999999997,0,0,0,0,0,0,0,0
BBa_J133450,0,1,4,8,4.602,0,0,7,4,0,1,2,0
BBa_J133550,0,2,0,8,1.0353,0,0,4,6,3,1,0,0
BBa_J133557,0,2,0,8,1.0353,0,0,4,6,3,1,0,0
BBa_J133426,2,0,3,3,2.0549999999999997,0,0,0,1,0,0,0,0
BBa_J133552,0,2,0,8,1.0353,0,0,4,6,3,1,0,0
BBa_J133558,0,2,0,7,0.9312999999999999,0,0,4,6,3,1,1,0
BBa_J133423,0,0,3,3,2.0549999999999997,0,0,1,1,0,0,0,0
BBa_J133425,1,0,3,3,2.0549999999999997,0,0,1,1,0,0,0,0
BBa_J133422,1,0,3,3,2.055,0,0,1,2,0,0,0,0
BBa_J133553,0,1,0,8,1.0353,0,0,5,6,3,0,0,0
BBa_J133559,0,1,0,7,0.9312999999999999,0,0,5,6,3,0,1,0
BBa_J133452,1,2,8,13,9.2811,1,1,2,10,1,3,0,0
BBa_J06462,37,137,234,568,269.57030000000003,19,31,185,385,209,65,18,0
BBa_J133561,0,1,0,7,0.9312999999999999,0,0,5,6,3,0,1,0
BBa_J133700,2,2,3,11,4.5363,1,0,6,8,3,0,0,0
BBa_J133555,0,2,0,8,1.0353,0,0,4,6,3,1,0,0
BBa_J133560,0,2,0,7,0.9312999999999999,0,0,4,6,3,1,1,0
BBa_J133575,0,1,1,7,1.5123,0,0,5,6,3,0,1,0
BBa_J133576,0,1,0,8,1.0353,0,0,5,6,3,0,0,0
BBa_J133577,0,1,0,8,1.0353,0,0,5,6,3,0,1,0
BBa_J133551,0,1,0,8,1.0353,0,0,5,6,3,0,0,0
BBa_J133556,0,2,0,8,1.0353,0,0,4,6,3,1,1,0
BBa_J14011,23,60,174,281,169.19839999999996,12,28,92,201,76,26,4,0
BBa_J153001,1,6,11,14,11.331399999999999,0,0,5,12,4,3,1,0
BBa_J140000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J16109,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J14018,21,105,173,400,195.8842,12,15,124,266,157,41,16,0
BBa_J162000,45,136,344,616,352.36279999999994,26,43,139,436,178,62,9,0
BBa_J16107,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J16001,2,0,2,15,9.952,6,0,21,15,0,0,5,0
BBa_J176010,23,30,51,147,72.48049999999999,1,7,11,106,33,7,1,0
BBa_J162003,86,254,466,1115,534.3661,37,83,362,738,421,118,43,1
BBa_J176007,6,42,34,134,53.388699999999986,7,0,15,96,43,19,6,0
BBa_J176030,9,117,128,494,189.8876,15,15,181,337,205,44,23,0
BBa_J176034,3,68,52,239,82.65369999999999,12,3,86,163,106,40,17,0
BBa_J133554,0,2,1,7,1.5123,0,0,4,6,3,1,1,0
BBa_J17004,28,124,157,466,210.04349999999997,17,19,91,340,165,57,10,0
BBa_J176029,46,218,105,624,173.87329999999997,31,44,159,423,394,35,35,0
BBa_J176054,273,835,857,3491,1222.4451999999999,112,229,1184,2203,1876,282,169,0
BBa_J176055,274,814,893,3424,1236.5843999999997,111,223,1144,2165,1836,282,148,0
BBa_J133574,0,1,0,8,1.0353,0,0,5,6,3,0,0,0
BBa_J176072,111,368,514,1463,629.7787,53,115,427,997,685,145,57,0
BBa_J176135,0,9,9,20,9.457799999999999,0,0,3,12,10,6,0,0
BBa_J176133,2,0,9,20,9.9223,0,0,6,11,3,3,0,0
BBa_J176134,3,0,3,9,3.8463,0,0,3,3,3,3,0,0
BBa_J176152,181,623,558,2496,829.1126999999998,55,126,816,1574,1313,238,128,0
BBa_J176159,191,631,594,2544,872.6689,56,120,804,1609,1303,248,107,0
BBa_J176158,191,651,558,2610,858.4257,57,126,844,1646,1343,248,128,0
BBa_J176155,186,637,558,2553,843.7692000000001,56,126,830,1610,1328,243,128,0
BBa_J18900,24,105,162,483,203.36389999999994,18,14,231,319,203,74,29,1
BBa_J176164,187,616,594,2486,857.9083999999999,55,120,790,1572,1288,243,107,0
BBa_J176153,181,603,594,2430,843.3558999999999,54,120,776,1537,1273,238,107,0
BBa_J176165,187,596,630,2420,872.1515999999999,54,114,750,1535,1248,243,86,0
BBa_J18907,0,2,3,6,3.1452000000000004,0,0,2,3,2,1,0,0
BBa_J176156,186,617,594,2487,858.0123999999998,55,120,790,1573,1288,243,107,0
BBa_J18911,1,0,1,8,2.0983,1,0,5,5,3,0,0,0
BBa_J18918,0,2,6,7,4.8993,0,2,1,5,4,1,0,0
BBa_J18914,0,0,5,6,5.938999999999999,0,0,0,6,0,0,0,0
BBa_J176161,182,602,594,2429,843.2518999999999,54,120,776,1536,1273,238,107,0
BBa_J176162,182,582,630,2363,857.4951,53,114,736,1499,1233,238,86,0
BBa_J18917,0,56,112,215,117.11399999999998,9,16,110,147,91,44,9,0
BBa_J176167,192,630,594,2543,872.5649,56,120,804,1608,1303,248,107,0
BBa_J18929,0,27,37,77,37.618199999999995,5,5,43,56,35,19,8,0
BBa_J18924,0,10,22,33,18.397799999999997,0,3,29,18,22,8,2,0
BBa_J18915,0,0,15,20,18.025,0,0,0,20,0,0,0,0
BBa_J18932,0,62,113,229,120.31829999999998,3,8,113,174,92,24,10,0
BBa_J18921,0,2,0,6,0.3453,0,0,6,6,3,0,0,0
BBa_J18926,0,23,40,88,43.97209999999999,5,2,44,63,34,16,3,0
BBa_J18923,0,8,30,34,24.8745,0,6,24,22,18,8,3,0
BBa_J18920,0,0,0,2,0.1151,0,0,2,2,1,0,0,0
